,Url,Price,Room,Surface,Bathroom,Floor
208,https://www.immobiliare.it/68644123-Vendita-Bilocale-via-via-Alife-Roma.html,190000.0,2,70,1,1
209,https://www.immobiliare.it/61881762-Vendita-Quadrilocale-via-di-Val-Cannuta-195-Roma.html,376000.0,4,96,2,1
210,https://www.immobiliare.it/70433670-Vendita-Quadrilocale-via-Gino-Coppede-Roma.html,225000.0,4,114,1,3
211,https://www.immobiliare.it/67408061-Vendita-Bilocale-via-Madre-Teresa-Napoli-22-Roma.html,85000.0,2,45,1,3
212,https://www.immobiliare.it/69555328-Vendita-Trilocale-via-Giovanni-Pittaluga-Roma.html,275000.0,3,85,1,5
213,https://www.immobiliare.it/69258206-Vendita-Trilocale-via-Attilio-Hortis-Roma.html,240000.0,3,96,1,5
214,https://www.immobiliare.it/67056419-Vendita-Trilocale-via-gaetano-melzi-01-Roma.html,189000.0,3,105,1,2
215,https://www.immobiliare.it/68945591-Vendita-Monolocale-via-di-Torrevecchia-319-Roma.html,79000.0,1,23,1,5
216,https://www.immobiliare.it/69886880-Vendita-Trilocale-via-Gaio-Melisso-16-Roma.html,379000.0,3,120,2,6
217,https://www.immobiliare.it/67394577-Vendita-Trilocale-via-di-casal-selce-Roma.html,189000.0,3,85,1,2
218,https://www.immobiliare.it/69255740-Vendita-Trilocale-via-Casal-Tidei-Roma.html,229000.0,3,95,1,4
219,https://www.immobiliare.it/68450121-Vendita-Appartamento-via-Nicola-Martelli-4-Roma.html,1150000.0,6,238,3,1
220,https://www.immobiliare.it/66886655-Vendita-Quadrilocale-via-Giacinto-Carini-60-Roma.html,795000.0,4,160,3,2
221,https://www.immobiliare.it/63475068-Vendita-Bilocale-via-della-Badia-di-Cava-Roma.html,209000.0,2,50,1,5
222,https://www.immobiliare.it/69375624-Vendita-Appartamento-via-Paola-Falconieri-45-Roma.html,690000.0,6,196,3,7
223,https://www.immobiliare.it/69929276-Vendita-Quadrilocale-via-del-Casale-del-Finocchio-Roma.html,235000.0,4,95,2,1
224,https://www.immobiliare.it/69349162-Vendita-Bilocale-via-Filippo-Cremonesi-Roma.html,172000.0,2,50,1,1
225,https://www.immobiliare.it/66202827-Vendita-Appartamento-via-Po-Roma.html,1600000.0,6,300,2,2
226,https://www.immobiliare.it/62621004-Vendita-Bilocale-via-nadir-quinto-Roma.html,250000.0,2,70,1,1
